160	160	128
110	204	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
106	258	222
107	259	222
160	160	128
160	160	128
149	181	222
160	160	128
150	182	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
128	256	222
129	256	222
130	256	222
131	256	222
133	256	222
134	256	222
135	256	222
136	256	222
137	255	222
160	160	128
160	160	128
160	160	128
160	160	128
145	242	222
160	160	128
147	241	222
148	242	222
149	242	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
155	253	222
156	253	222
157	253	222
158	253	222
159	253	222
